שם חברה                                 ,תאור של ארגון רכש                       ,שם אתר                                  ,תקנה תקציבית                            ,תיאור תקנה תקציבית                      ,הזמנת רכש                               ,מטרת התקשרות                            ,תאריך יצירת ההזמנה                      ,סיום תקופת תוקף                         ,קוד ספק                                 ,שם הספק                                 ,"ערך ההזמנה כולל מע""מ                    ",מטבע                                    ,"ביצוע חשבוניות במטבע מקומי כולל מע""מ והצ",אופן רכישה                              ,"מס' פנייה במנו""ף/מנור""                  ",סיבת פטור                               ,הזמנה רגישה
הנהלת בתי משפט           ,הנהלת בתי משפט כללי ,הנהלת בתי המשפט               ,08540201,הוצאות תפעול        ,4501103343,רכישת יומנים לשופטי עליון                         ,17.09.2015,          ,40001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",209.19,ILS  ,0,פטור ממכרז                                                  ,                                        ,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח          ",לא
הנהלת בתי משפט           ,הנהלת בתי משפט כללי ,הנהלת בתי המשפט               ,08540201,הוצאות תפעול        ,4501099429,מגן הוקרה                                         ,03.09.2015,          ,40000885,צחובוי אילן                        ,210.6,ILS  ,212.4,פטור ממכרז                                                  ,                                        ,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח          ",לא
הנהלת בתי משפט           ,הנהלת בתי משפט כללי ,הנהלת בתי המשפט               ,08540201,הוצאות תפעול        ,4501109371,גיוס מאבטחים                                      ,13.10.2015,          ,40530111,שרביט צחי                          ,210.6,ILS  ,210.6,פטור ממכרז                                                  ,                                        ,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח          ",לא
הנהלת בתי משפט           ,הנהלת בתי משפט כללי ,הנהלת בתי המשפט               ,08540201,הוצאות תפעול        ,4501146279,פרחים לטקס הענקת כתבי מינוי לנשיאים וס.נשיאים     ,20.12.2015,          ,40001528,"זר. פור. יו (2000) בע""מ            ",220.01,ILS  ,0,פטור ממכרז                                                  ,                                        ,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח          ",לא
הנהלת בתי משפט           ,הנהלת בתי משפט כללי ,הנהלת בתי המשפט               ,08540201,הוצאות תפעול        ,4501114338,כיבודים לכנס נציגי ציבור                          ,25.10.2015,          ,41120661,"א . ש פרש קופי בע""מ                ",239.9,ILS  ,0,פטור ממכרז                                                  ,0,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח          ",לא
הנהלת בתי משפט           ,הנהלת בתי משפט כללי ,הנהלת בתי המשפט               ,08540201,הוצאות תפעול        ,4501029674,עגלה                                              ,01.03.2015,          ,40004195,פאול ברגידה בעמ                    ,245.7,ILS  ,247.8,פטור ממכרז                                                  ,0,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח          ",לא
הנהלת בתי משפט           ,הנהלת בתי משפט כללי ,הנהלת בתי המשפט               ,08540201,הוצאות תפעול        ,4501076050,אגרת שילוט 2015 מחוזי י-ם                         ,05.07.2015,          ,20000159,עירית ירושלים                      ,249.5,ILS  ,249.5,אחר                                                         ,                                        ,                                                            ,לא
הנהלת בתי משפט           ,הנהלת בתי משפט כללי ,הנהלת בתי המשפט               ,08540201,הוצאות תפעול        ,4501061887,אימונים                                           ,28.05.2015,          ,41051914,"טופ אתגרים (2013) אילת בע""מ        ",250,ILS  ,250,פטור ממכרז                                                  ,                                        ,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח          ",לא
הנהלת בתי משפט           ,הנהלת בתי משפט כללי ,הנהלת בתי המשפט               ,08540201,הוצאות תפעול        ,4501024586,"הרצאה בהישתלמות למכון עוזמ""ת                      ",17.02.2015,          ,40127907,טוטיאן זייד דקלה                   ,274.95,ILS  ,0,פטור ממכרז                                                  ,                                        ,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח          ",לא
הנהלת בתי משפט           ,הנהלת בתי משפט כללי ,הנהלת בתי המשפט               ,08540201,הוצאות תפעול        ,4501031618,"הזמנת השלמה לסגירת חוב מ2014 לשורת דירקטוריון ת""א ",04.03.2015,31.12.2014,40011668,סולימן יעקב                        ,281.62,ILS  ,284.02999999999997,אחר                                                         ,0,                                                            ,לא
הנהלת בתי משפט           ,הנהלת בתי משפט כללי ,הנהלת בתי המשפט               ,08540201,הוצאות תפעול        ,4501004465,תערוכה לכבוד פרישת נשיא בית המשפט העליון.         ,12.01.2015,          ,40296523,"הכל לפנאי - יצירה ואומנות בע""מ     ",289.43,ILS  ,291.99,פטור ממכרז                                                  ,                                        ,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח          ",לא
הנהלת בתי משפט           ,הנהלת בתי משפט כללי ,הנהלת בתי המשפט               ,08540201,הוצאות תפעול        ,4501097595,רכישת שעון קיר                                    ,30.08.2015,          ,40001103,קרביץ (1974) בעמ                   ,291.33,ILS  ,291.33,פטור ממכרז                                                  ,                                        ,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח          ",לא
הנהלת בתי משפט           ,הנהלת בתי משפט כללי ,הנהלת בתי המשפט               ,08540201,הוצאות תפעול        ,4501085309,משלוח בדואר אויר                                  ,27.07.2015,          ,40191223,"אף.סי. (פליינג קרגו) אקספרס בע""מ   ",293.51,ILS  ,296,פטור ממכרז                                                  ,                                        ,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח          ",לא
הנהלת בתי משפט           ,הנהלת בתי משפט כללי ,הנהלת בתי המשפט               ,08540201,הוצאות תפעול        ,4501058330,"פרידה מהנשיא גרוניס בימ""ש קרית גת 8.1.2015        ",19.05.2015,          ,40011673,אליהו דוד                          ,297.45999999999998,ILS  ,300,פטור ממכרז                                                  ,0,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח          ",לא
הנהלת בתי משפט           ,הנהלת בתי משפט כללי ,הנהלת בתי המשפט               ,08540201,הוצאות תפעול        ,4501091995,הזמנת וילון וניציאני                              ,12.08.2015,          ,40165941,מלכה יורם                          ,321.75,ILS  ,321.75,פטור ממכרז                                                  ,                                        ,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח          ",לא
הנהלת בתי משפט           ,הנהלת בתי משפט כללי ,הנהלת בתי המשפט               ,08540203,הוצאות מחשוב        ,4501089280,תעודה דיגיטלית                                    ,05.08.2015,          ,40516687,"פרסונל איי.די. בע""מ                ",327.13,ILS  ,329.93,פטור ממכרז                                                  ,1,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח          ",לא
הנהלת בתי משפט           ,הנהלת בתי משפט כללי ,הנהלת בתי המשפט               ,08540201,הוצאות תפעול        ,4501106133,ציוד משרדי,06.10.2015,          ,40001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",328.54,ILS  ,328.54,פטור ממכרז                                                  ,1111,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח          ",לא
הנהלת בתי משפט           ,הנהלת בתי משפט כללי ,הנהלת בתי המשפט               ,08540201,הוצאות תפעול        ,4501012190,תשלום חוב מברקים                                  ,27.01.2015,          ,40412859,"חברת דואר ישראל בע""מ-מברקים        ",334.82,ILS  ,311.86,פטור ממכרז                                                  ,0,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח          ",לא
הנהלת בתי משפט           ,הנהלת בתי משפט כללי ,הנהלת בתי המשפט               ,08540201,הוצאות תפעול        ,4501031243,כיבוד לסדנת כותבי בחינות                          ,04.03.2015,          ,40311197,אובז'נק דניאל                      ,339.07,ILS  ,341.96,פטור ממכרז                                                  ,                                        ,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח          ",לא
הנהלת בתי משפט           ,הנהלת בתי משפט כללי ,הנהלת בתי המשפט               ,08540203,הוצאות מחשוב        ,4501055724,ממיר עבור לשכת מנהל בתי המשפט.                    ,12.05.2015,          ,40004149,י א מיטווך ובניו בעמ               ,339.3,ILS  ,342.2,פטור ממכרז                                                  ,1,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח          ",לא
הנהלת בתי משפט           ,הנהלת בתי משפט כללי ,הנהלת בתי המשפט               ,08540201,הוצאות תפעול        ,4501052034,"שלטים להיכל ת""א                                   ",04.05.2015,          ,40449679,כהן אורי                           ,339.3,ILS  ,342.2,פטור ממכרז                                                  ,                                        ,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח          ",לא
הנהלת בתי משפט           ,הנהלת בתי משפט כללי ,הנהלת בתי המשפט               ,08540201,הוצאות תפעול        ,4501028645,רכישת ספרים ללשכת הנשיאה נאור                     ,25.02.2015,          ,40007278,בורסי הוצאה לאור של ספרי משפט (2003,344.65,ILS  ,347.59,פטור ממכרז                                                  ,E                                       ,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח          ",לא
הנהלת בתי משפט           ,הנהלת בתי משפט כללי ,הנהלת בתי המשפט               ,08540201,הוצאות תפעול        ,4501073229,הגדלת תמונות                                      ,28.06.2015,          ,40180058,"מיקוד 91 (שרותי צילום) בע""מ        ",356.94,ILS  ,359.99,פטור ממכרז                                                  ,                                        ,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח          ",לא
הנהלת בתי משפט           ,הנהלת בתי משפט כללי ,הנהלת בתי המשפט               ,08540201,הוצאות תפעול        ,4501103602,ציפוי חלון                                        ,17.09.2015,          ,40228340,"מגן שמש - פתרונות מיגון וציפוי בע""מ",374.4,ILS  ,374.4,פטור ממכרז                                                  ,                                        ,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח          ",לא
הנהלת בתי משפט           ,הנהלת בתי משפט כללי ,הנהלת בתי המשפט               ,08540201,הוצאות תפעול        ,4501094779,"הרצאות בהישתלמות למכון עוזמ""ת                     ",20.08.2015,          ,40016620,אור גיא                            ,377.91,ILS  ,380.25,פטור ממכרז                                                  ,                                        ,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח          ",לא
הנהלת בתי משפט           ,הנהלת בתי משפט כללי ,הנהלת בתי המשפט               ,08540201,הוצאות תפעול        ,4501036001,"הרצאה בהישתלמות למכון עוזמ""ת                      ",18.03.2015,          ,40824753,"וישנה ייעוץ בע""מ                   ",377.91,ILS  ,381.14,פטור ממכרז                                                  ,                                        ,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח          ",לא
הנהלת בתי משפט           ,הנהלת בתי משפט כללי ,הנהלת בתי המשפט               ,08540110,הדרכה ושכר לימוד    ,4501141252,קורס                                              ,10.12.2015,          ,40821945,"שדות תיירות אלרון בע""מ             ",380,ILS  ,0,פטור ממכרז                                                  ,0,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח          ",לא
הנהלת בתי משפט           ,הנהלת בתי משפט כללי ,הנהלת בתי המשפט               ,08540201,הוצאות תפעול        ,4501065730,"מוצרי שתיה וח""פ ",08.06.2015,          ,40001103,קרביץ (1974) בעמ                   ,383.98,ILS  ,387.28,פטור ממכרז                                                  ,                                        ,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח          ",לא
הנהלת בתי משפט           ,הנהלת בתי משפט כללי ,הנהלת בתי המשפט               ,08540201,הוצאות תפעול        ,4501095257,יום המשמר                                         ,23.08.2015,          ,40360581,לוי רזיאל                          ,391.64,ILS  ,330,פטור ממכרז                                                  ,                                        ,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח          ",לא
הנהלת בתי משפט           ,הנהלת בתי משפט כללי ,הנהלת בתי המשפט               ,08540201,הוצאות תפעול        ,4501012397,מדא                                               ,28.01.2015,          ,40003474,מגן דוד אדם                        ,398,ILS  ,0,פטור ממכרז                                                  ,0,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח          ",לא
הנהלת בתי משפט           ,הנהלת בתי משפט כללי ,הנהלת בתי המשפט               ,08540201,הוצאות תפעול        ,4501113162,כיבודים                                           ,21.10.2015,          ,40509645,"סגול פרופשיונל בע""מ                ",400,ILS  ,400,פטור ממכרז                                                  ,0,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח          ",לא
הנהלת בתי משפט           ,הנהלת בתי משפט כללי ,הנהלת בתי המשפט               ,08540201,הוצאות תפעול        ,4501088967,"רכישת מיקרוגל שוקן ת""א                            ",04.08.2015,          ,40353124,דוידי אברהם                        ,409.5,ILS  ,413,פטור ממכרז                                                  ,                                        ,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח          ",לא
הנהלת בתי משפט           ,הנהלת בתי משפט כללי ,הנהלת בתי המשפט               ,08540201,הוצאות תפעול        ,4501111043,הדפסה ועיצוב                                      ,18.10.2015,          ,40001163,דפוס כספית-שרותי דפוס והוצאה לאור ב,409.5,ILS  ,409.5,פטור ממכרז                                                  ,0,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח          ",לא
הנהלת בתי משפט           ,הנהלת בתי משפט כללי ,הנהלת בתי המשפט               ,08540201,הוצאות תפעול        ,4501129688,כיבודים לנציגי ציבור                              ,23.11.2015,          ,40011743,שקרצי שמעון                        ,415.75,ILS  ,0,פטור ממכרז                                                  ,0,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח          ",לא
הנהלת בתי משפט           ,הנהלת בתי משפט כללי ,הנהלת בתי המשפט               ,08540201,הוצאות תפעול        ,4501111189, מנוי לעיתון ידיעות הארץ                          ,18.10.2015,          ,40011446,ידיעות מינויים                     ,417.69,ILS  ,0,מכרז מרכזי ממוכן                                            ,0,                                                            ,לא
הנהלת בתי משפט           ,הנהלת בתי משפט כללי ,הנהלת בתי המשפט               ,08540201,הוצאות תפעול        ,4501096839,תמרורים כניסה אסורה רמלה                          ,26.08.2015,          ,40987712,"הנתיב החדש- בטיחות בתנועה (אסף) בע""",438.75,ILS  ,438.75,פטור ממכרז                                                  ,                                        ,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח          ",לא
הנהלת בתי משפט           ,הנהלת בתי משפט כללי ,הנהלת בתי המשפט               ,08540201,הוצאות תפעול        ,4501046925,סידור פרחים                                       ,20.04.2015,          ,40339209,"משתלת ויקטור בואני בע""מ            ",446.19,ILS  ,450,פטור ממכרז                                                  ,0,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח          ",לא
הנהלת בתי משפט           ,הנהלת בתי משפט כללי ,הנהלת בתי המשפט               ,08540201,הוצאות תפעול        ,4501102295,הרצאה                                             ,10.09.2015,          ,40127050,"המכללה לאיכות השלטון בישראל (ע""ר)  ",448,ILS  ,434,פטור ממכרז                                                  ,0,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח          ",לא
הנהלת בתי משפט           ,הנהלת בתי משפט כללי ,הנהלת בתי המשפט               ,08540201,הוצאות תפעול        ,4501034203,"כיבוד להישתלמויות מכון עוזמ""ת                     ",12.03.2015,          ,40514563,ביטון ערן                          ,450.34,ILS  ,0,תקנה 1ב - מכרז פומבי רגיל                                   ,0,                                                            ,לא
הנהלת בתי משפט           ,הנהלת בתי משפט כללי ,הנהלת בתי המשפט               ,08540203,הוצאות מחשוב        ,4501118712,DVD נייד                                          ,02.11.2015,          ,40001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",466.83,ILS  ,0,פטור ממכרז                                                  ,0,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח          ",לא
הנהלת בתי משפט           ,הנהלת בתי משפט כללי ,הנהלת בתי המשפט               ,08540203,הוצאות מחשוב        ,4501071426,ציוד משרדי,22.06.2015,          ,40001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",466.83,ILS  ,512.12,פטור ממכרז                                                  ,                                        ,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח          ",לא
הנהלת בתי משפט           ,הנהלת בתי משפט כללי ,הנהלת בתי המשפט               ,08540201,הוצאות תפעול        ,4501150321,תשלומי מים לקצרין 2016                            ,24.12.2015,31.12.2016,20000543,"התנור - תאגיד מים וביוב בע""מ       ",468,ILS  ,0,תשלומי חשמל/מים/ארנונה/כבישי אגרה                           ,                                        ,                                                            ,לא
הנהלת בתי משפט           ,הנהלת בתי משפט כללי ,הנהלת בתי המשפט               ,08540201,הוצאות תפעול        ,4501071245,"הרצאות בהישתלמות למכון עוזמ""ת                     ",22.06.2015,          ,40007370,תהל - מרכז הסיוע לנשים וילדים דתיים,475.3,ILS  ,475.49,פטור ממכרז                                                  ,                                        ,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח          ",לא
הנהלת בתי משפט           ,הנהלת בתי משפט כללי ,הנהלת בתי המשפט               ,08540201,הוצאות תפעול        ,4501118862,ספרים לבית משפט העליון                            ,03.11.2015,          ,40004945,"כתובים - אלמוג בע""מ                ",479.99,ILS  ,0,פטור ממכרז                                                  ,X                                       ,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח          ",לא
הנהלת בתי משפט           ,הנהלת בתי משפט כללי ,הנהלת בתי המשפט               ,08540201,הוצאות תפעול        ,4501027334,תשלום אגרת שלטים 2015 שלום י-ם                    ,23.02.2015,          ,20000159,עירית ירושלים                      ,499,ILS  ,499,אחר                                                         ,                                        ,                                                            ,לא
הנהלת בתי משפט           ,הנהלת בתי משפט כללי ,הנהלת בתי המשפט               ,08540201,הוצאות תפעול        ,4501037380,ציוד משרדי,22.03.2015,          ,40001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",503.19,ILS  ,504.37,תקנה 14ב - מכרז מרכזי                                       ,529619,                                                            ,לא
הנהלת בתי משפט           ,הנהלת בתי משפט כללי ,הנהלת בתי המשפט               ,08540201,הוצאות תפעול        ,4501129412,שלט רחוק                                          ,23.11.2015,          ,40328129,"ד.מ. (3000) הנדסה בע""מ             ",511.88,ILS  ,0,תקנה 14ב - מכרז מרכזי                                       ,0,                                                            ,לא
הנהלת בתי משפט           ,הנהלת בתי משפט כללי ,הנהלת בתי המשפט               ,08540201,הוצאות תפעול        ,4501016586,תשלום לחברי ועדה                                  ,05.02.2015,          ,40562092,אור גיל חיים                       ,517.14,ILS  ,517.14,פטור ממכרז                                                  ,                                        ,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח          ",לא
הנהלת בתי משפט           ,הנהלת בתי משפט כללי ,הנהלת בתי המשפט               ,08540201,הוצאות תפעול        ,4501016668,תשלום לחברי ועדה                                  ,05.02.2015,          ,40012642,איש שלום רנה                       ,517.14,ILS  ,0,פטור ממכרז                                                  ,                                        ,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח          ",לא
הנהלת בתי משפט           ,הנהלת בתי משפט כללי ,הנהלת בתי המשפט               ,08540201,הוצאות תפעול        ,4501016728,תשלום לחברי ועדה                                  ,05.02.2015,          ,40444364,ביטאר נלבנדיאן קיבורק              ,517.14,ILS  ,521.55999999999995,פטור ממכרז                                                  ,                                        ,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח          ",לא
הנהלת בתי משפט           ,הנהלת בתי משפט כללי ,הנהלת בתי המשפט               ,08540201,הוצאות תפעול        ,4501101172,מרצה                                              ,08.09.2015,          ,41342113,ברזלי נעמי                         ,517.14,ILS  ,517.14,פטור ממכרז                                                  ,0,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח          ",לא
הנהלת בתי משפט           ,הנהלת בתי משפט כללי ,הנהלת בתי המשפט               ,08540201,הוצאות תפעול        ,4501018165,חברה בועדת בוחנים                                 ,09.02.2015,          ,41049149,דסקל חיה בלומה                     ,517.14,ILS  ,521.55999999999995,פטור ממכרז                                                  ,                                        ,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח          ",לא
הנהלת בתי משפט           ,הנהלת בתי משפט כללי ,הנהלת בתי המשפט               ,08540201,הוצאות תפעול        ,4501070840,חבר בועדת בוחנים                                  ,21.06.2015,          ,40543627,יוקטן ויל אהובה                    ,517.14,ILS  ,521.55999999999995,פטור ממכרז                                                  ,0,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח          ",לא
הנהלת בתי משפט           ,הנהלת בתי משפט כללי ,הנהלת בתי המשפט               ,08540201,הוצאות תפעול        ,4501074277,חבר בועדת בוחנים                                  ,30.06.2015,          ,40935335,נויברגר חנה                        ,517.14,ILS  ,517.14,פטור ממכרז                                                  ,0,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח          ",לא
הנהלת בתי משפט           ,הנהלת בתי משפט כללי ,הנהלת בתי המשפט               ,08540201,הוצאות תפעול        ,4501016743,תשלום לחברי ועדה                                  ,05.02.2015,          ,40935335,נויברגר חנה                        ,517.14,ILS  ,521.55999999999995,פטור ממכרז                                                  ,                                        ,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח          ",לא
הנהלת בתי משפט           ,הנהלת בתי משפט כללי ,הנהלת בתי המשפט               ,08540201,הוצאות תפעול        ,4501018119,חבר בועדת בוחנים                                  ,09.02.2015,          ,40195020,ניסים שלמה                         ,517.14,ILS  ,521.55999999999995,פטור ממכרז                                                  ,                                        ,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח          ",לא
הנהלת בתי משפט           ,הנהלת בתי משפט כללי ,הנהלת בתי המשפט               ,08540201,הוצאות תפעול        ,4501016650,תשלום לחברי ועדה                                  ,05.02.2015,          ,40195020,ניסים שלמה                         ,517.14,ILS  ,521.55999999999995,פטור ממכרז                                                  ,                                        ,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח          ",לא
