שם חברה,תאור של ארגון רכש,שם אתר,תקנה תקציבית,תיאור תקנה תקציבית,הזמנת רכש,מטרת התקשרות,תאריך יצירת ההזמנה,סיום תקופת תוקף,קוד ספק,שם הספק,"ערך ההזמנה כולל מע""מ",מטבע,"ביצוע חשבוניות במטבע מקומי כולל מע""מ והצ",אופן רכישה,"מס' פנייה במנו""ף/מנור""",סיבת פטור,הזמנה רגישה
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300201,תפעול המשרד,4501004235,אספקת שרותי טלפוניה,01-11-15,12-31-15,0040004770,"בזק בינלאומי בע""מ",999999.26,ILS,1358226.91,תקנה 14ב - מכרז מרכזי,"אין מספר פנייה במנו""ף",,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300220,אחזקת רכב ממשלתי,4501004478,השכרת רכב לשר,01-12-15,05-31-15,0010000193,מינהל הרכב הממשלתי,28000,ILS,57998.93,אחר,,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300201,תפעול המשרד,4501004607,אספקת שרותי טלפוניה,01-12-15,12-31-15,0040001591,"בזק החברה הישראלית לתקשורת בע""מ",1249999.96,ILS,2150618.5499999998,אחר,,,לא
משרד הכלכלה,כלכלה - חיפה והצפון,כלכלה מחוז חיפה והצפון,36300201,תפעול המשרד,4501004629,תשלומי מים בנין מאי  ינואר דצמבר 2015,01-13-15,12-31-15,0020000748,"מי כרמל בע""מ",63995.199999999997,ILS,49492.97,אחר,,,לא
משרד הכלכלה,"כלכלה מ. ב""ש והדרום",כלכלה מחוז באר שבע והדרום,36300201,תפעול המשרד,4501004667,הזמנה משיכה מהסכם אחזקה /אשמורת ניהול נכסים,01-13-15,,0040007161,"אשמורת ניהול נכסים בע""מ",935489.16,ILS,923079.22,אחר,,,לא
משרד הכלכלה,"כלכלה מ. ב""ש והדרום",כלכלה מחוז באר שבע והדרום,36440341,מרכזי הכשרה-תפעול,4501004676,ניקיון +אחזקה לשנת 2015,01-13-15,,0040385875,"עובד - שרותי ניקיון בע""מ",212720.96,ILS,167810.5,אחר,,,לא
משרד הכלכלה,כלכלה - חיפה והצפון,כלכלה מחוז חיפה והצפון,36300201,תפעול המשרד,4501004679,השתתפות חשמל בנין מאי ינואר דצמבר 2015,01-13-15,12-31-15,0010000071,משרד הרווחה - מחוז חיפה,272000,ILS,256057.95,אחר,,,לא
משרד הכלכלה,כלכלה - חיפה והצפון,כלכלה מחוז חיפה והצפון,36300201,תפעול המשרד,4501004690,ביול ומשלוח דואר מחוז חיפה ינואר דצמבר 2015,01-13-15,,0040184020,"חברת דואר ישראל בע""מ",167125.79,ILS,128367.42,אחר,,,לא
משרד הכלכלה,כלכלה - חיפה והצפון,כלכלה מחוז חיפה והצפון,36300201,תפעול המשרד,4501004743,תחזוקה וניקיון קרית הממשלה ינואר ספטמבר 2015,01-13-15,12-31-15,0040006033,"נכסי אריאל - פרוייקטים בע""מ",557911.94999999995,ILS,557591.79,אחר,,,לא
משרד הכלכלה,כלכלה - חיפה והצפון,כלכלה מחוז חיפה והצפון,36300201,תפעול המשרד,4501004878,תשלום ארנונה  איגוד שיתופי נצרת ינואר דצמבר 2015,01-13-15,12-31-15,0020000231,עירית נצרת,5996,ILS,5876.1,אחר,,,לא
משרד הכלכלה,כלכלה - חיפה והצפון,כלכלה מחוז חיפה והצפון,36300201,תפעול המשרד,4501004965,תשלום ארנונה מינהל ההסדרה פל ים 5 חיפה ינואר דצמבר,01-13-15,04-30-16,0020000182,עירית חיפה,67350,ILS,65130.080000000002,אחר,,,לא
משרד הכלכלה,כלכלה - חיפה והצפון,כלכלה מחוז חיפה והצפון,36400501,פעולות,4501004965,תשלום ארנונה מינהל ההסדרה פל ים 5 חיפה ינואר דצמבר,01-13-15,04-30-16,0020000182,עירית חיפה,60000,ILS,15842.96,אחר,,,לא
משרד הכלכלה,כלכלה - חיפה והצפון,כלכלה מחוז חיפה והצפון,36300201,תפעול המשרד,4501004972,תשלום ארנונה מינהל ההסדרה פל ים 5 חיפה ינואר דצמבר,01-13-15,12-31-15,0020000182,עירית חיפה,211200,ILS,205962.81,אחר,,,לא
משרד הכלכלה,כלכלה - חיפה והצפון,כלכלה מחוז חיפה והצפון,36300201,תפעול המשרד,4501004994,ארנונה קרית הממשלה פל ים 15 ינואר דצמבר 2015,01-13-15,12-31-15,0020000182,עירית חיפה,75825,ILS,74052.639999999999,אחר,,,לא
משרד הכלכלה,כלכלה - חיפה והצפון,כלכלה מחוז חיפה והצפון,36300201,תפעול המשרד,4501005032,איסוף פסולת בנין מאי חסן שוקרי  ינואר דצמבר 2015,01-13-15,12-31-15,0020000182,עירית חיפה,6000,ILS,5340.66,אחר,,,לא
משרד הכלכלה,כלכלה - חיפה והצפון,כלכלה מחוז חיפה והצפון,36300201,תפעול המשרד,4501005100,תשלומי מים בגין חלוקה והכנסות  ינואר דצמבר 2015,01-13-15,12-31-15,0010000071,משרד הרווחה - מחוז חיפה,14000,ILS,12648.66,אחר,,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300201,תפעול המשרד,4501005207,החזר השתתפות בצריכת חשמל ואבטחה,01-14-15,12-31-15,0010000172,נציבות מס הכנסה-הוצאות,13780,ILS,13444.37,אחר,,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300201,תפעול המשרד,4501005498,ועדה רפואית לעובד המשרד,01-14-15,,0010000103,"לשכת הבריאות,מחוז ת""א",958,ILS,958,אחר,,,לא
משרד הכלכלה,"כלכלה מ. ת""א והמרכז","כלכלה מחוז ת""א והמרכז",36440504,מימון הסעות לתלמידים,4501005547,"הסעות יד ושם  תשע""ה -2014",01-14-15,08-31-15,0040207294,מרכז להכשרה מקצועית תיכונית ותורנית,5250,ILS,5238,אחר,,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300201,תפעול המשרד,4501005556,"הזמנת נציג ציבור לועדת בוחנים מכרז כ""א",01-14-15,,0040578106,ימיני מרגלית,1564.68,ILS,1564.68,אחר,,,לא
משרד הכלכלה,כלכלה - חיפה והצפון,כלכלה מחוז חיפה והצפון,36300201,תפעול המשרד,4501005693,סבסוד קרית הממשלה לפי 3.70 לעובד סהכ עובדים 35,01-14-15,12-31-15,0040228466,"טעמים פלוס בע""מ",1696.84,ILS,1678.33,אחר,,,לא
משרד הכלכלה,"כלכלה מ. ת""א והמרכז","כלכלה מחוז ת""א והמרכז",36440342,מרכזי הכשרה-ארנונה,4501005695,הזמנת מסגרת לתשלומי ארנונה ופינוי פסולת.,01-14-15,12-31-15,0020000224,עירית חולון,943252,ILS,939261.34,לא בשימוש,98,,לא
משרד הכלכלה,"כלכלה מ. ת""א והמרכז","כלכלה מחוז ת""א והמרכז",36440341,מרכזי הכשרה-תפעול,4501005695,הזמנת מסגרת לתשלומי ארנונה ופינוי פסולת.,01-14-15,12-31-15,0020000224,עירית חולון,15000,ILS,14749.39,לא בשימוש,98,,לא
משרד הכלכלה,כלכלה - חיפה והצפון,כלכלה מחוז חיפה והצפון,36440342,מרכזי הכשרה-ארנונה,4501006192,תשלום ארנונה לשנת 2015,01-15-15,12-31-15,0020000253,עירית טמרה,127046,ILS,124038.8,לא בשימוש,,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300201,תפעול המשרד,4501006341,הוצאות ביקור השר בפריז 12.1.2015-11,01-15-15,,0050000297,"""MINISTRY OF FOREIGN AFFAIRS VIA BA",9532,USD,0,אחר,,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300201,תפעול המשרד,4501006357,"כ.טיסה + ביטוח לשר,מאבטחים,יועצים ביקור פריז 1/15",01-15-15,,0040246723,הקרן הפנימית לביטוחי הממשלה,25853,ILS,23478.44,אחר,,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300201,תפעול המשרד,4501006359,הוצאות אבטחת השר בפריז 12.1.2015-11,01-15-15,,0010000046,"משרד ראש הממשלה כ""ד",20128,ILS,14614.63,אחר,,,לא
משרד הכלכלה,"כלכלה מ. ת""א והמרכז","כלכלה מחוז ת""א והמרכז",36300201,תפעול המשרד,4501006746,שירותי ניקיון 1-12/2015 סלמה 53,01-18-15,12-31-15,0040006155,מ.א. נתנאל חברה לבנין ולעבודות ציבו,1147173.3,ILS,1341690,אחר,,,לא
משרד הכלכלה,כלכלה מחוז ירושלים,כלכלה מחוז ירושלים,36300201,תפעול המשרד,4501006757,צריכת חלב לעובדי המחוז,01-18-15,,0040479733,אריאנפנה הלל,2969.46,ILS,2990.61,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
משרד הכלכלה,כלכלה מחוז ירושלים,כלכלה מחוז ירושלים,36300201,תפעול המשרד,4501006768,כסאות מנהים לעובדי המחוז,01-18-15,,0040003692,"טופ-ליין יבוא ושיווק רהיטים בע""מ",1168.69,ILS,1178.68,תקנה 14ב - מכרז מרכזי,537946,,לא
משרד הכלכלה,"כלכלה מ. ת""א והמרכז","כלכלה מחוז ת""א והמרכז",36300201,תפעול המשרד,4501006771,שירותי חניה סלמה 53 - 1-12/2015,01-18-15,12-31-15,0040006155,מ.א. נתנאל חברה לבנין ולעבודות ציבו,432572.4,ILS,521976.93,אחר,,,לא
משרד הכלכלה,"כלכלה מ. ת""א והמרכז","כלכלה מחוז ת""א והמרכז",36300201,תפעול המשרד,4501006779,שירותי ניקיון ואחזקה בית ליאו גולדברג 1-12/2015,01-18-15,12-31-15,0040269294,תקדים שרותי ניהול בע'מ,923175.36,ILS,1042392.82,אחר,,,לא
משרד הכלכלה,כלכלה - חיפה והצפון,כלכלה מחוז חיפה והצפון,36440342,מרכזי הכשרה-ארנונה,4501006788,תשלומים עבר ארנונה למרכז הכשרה כרמיאל לשנת 2015,01-18-15,12-31-15,0020000105,עירית כרמיאל,944000,ILS,933763.1,אחר,,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300201,תפעול המשרד,4501006796,"לינת המנכ""ל בבריסל, האג, אמסטרדם",01-18-15,,0040246723,הקרן הפנימית לביטוחי הממשלה,2130,ILS,1871.84,אחר,,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300304,תפעול אחזקה ונסיעות,4501006840,הסעה עבור משלחת,01-18-15,,0040228339,"בון תור בע""מ",285.75,ILS,288.19,תקנה 14ב - מכרז מרכזי,537423,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300222,הדרכה,4501006859,קורס הכנה לפרישה,01-18-15,,0010000020,משרד ראש הממשלה,5400,ILS,5400,אחר,,,לא
משרד הכלכלה,"כלכלה מ. ת""א והמרכז","כלכלה מחוז ת""א והמרכז",36300201,תפעול המשרד,4501006981,רכיבים עבור שירותי ניקיון,01-18-15,12-31-15,0040001249,"א.א.א. אבירם בע""מ",20933.2,ILS,15744.18,תקנה 1ב - מכרז פומבי רגיל,528531,,לא
משרד הכלכלה,"כלכלה מ. ת""א והמרכז","כלכלה מחוז ת""א והמרכז",36300201,תפעול המשרד,4501006993,שירותי דואר,01-18-15,12-31-15,0040184020,"חברת דואר ישראל בע""מ",301415.65999999997,ILS,237729.72,אחר,,,לא
משרד הכלכלה,"כלכלה מ. ת""א והמרכז","כלכלה מחוז ת""א והמרכז",36300201,תפעול המשרד,4501007193,מנוי לכבלים - סלמה 53,01-18-15,,0040001490,"די.בי.אס. שרותי לווין (1998) בע""מ",3878.27,ILS,3820.31,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
משרד הכלכלה,"כלכלה מ. ת""א והמרכז","כלכלה מחוז ת""א והמרכז",36300201,תפעול המשרד,4501007216,מנוי לכבלים - בית ליאו,01-18-15,,0040001490,"די.בי.אס. שרותי לווין (1998) בע""מ",3481.92,ILS,3275.76,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
משרד הכלכלה,כלכלה מחוז ירושלים,כלכלה מחוז ירושלים,36440342,מרכזי הכשרה-ארנונה,4501007303,ארנונה,01-18-15,12-31-15,0020000159,עירית ירושלים,472400,ILS,470181.77,אחר,,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36440501,הכשרת נוער - מימון,4501007304,תשלום,01-18-15,12-31-15,0040179131,"עתיד - רשת חינוך ובתי ספר בע""מ (חל""",9644.65,ILS,9644.65,אחר,,,לא
משרד הכלכלה,כלכלה מחוז ירושלים,כלכלה מחוז ירושלים,36440342,מרכזי הכשרה-ארנונה,4501007319,ארנונה מזנון,01-18-15,12-31-15,0020000159,עירית ירושלים,53000,ILS,51379.9,אחר,,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36440501,הכשרת נוער - מימון,4501007324,תשלום,01-18-15,12-31-15,0040000296,"אורט ישראל (חל""צ)",576367.66,ILS,576366.81999999995,אחר,,,לא
משרד הכלכלה,כלכלה מחוז ירושלים,כלכלה מחוז ירושלים,36440342,מרכזי הכשרה-ארנונה,4501007328,ארנונה חנייה,01-18-15,12-31-15,0020000159,עירית ירושלים,44600,ILS,13493.3,אחר,,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36440501,הכשרת נוער - מימון,4501007332,תשלום,01-18-15,12-31-15,0040000396,נעמת - תנועת נשים עובדות ומתנדבות,198099.69,ILS,198099.69,אחר,,,לא
משרד הכלכלה,כלכלה - חיפה והצפון,כלכלה מחוז חיפה והצפון,36440501,הכשרת נוער - מימון,4501007352,גמא חשבון תשעב עמל עפולה,01-18-15,03-30-15,0040224713,"רשת עמל 1 בע""מ (חל""צ)",63293.24,ILS,63293,לא בשימוש,,,לא
משרד הכלכלה,כלכלה - חיפה והצפון,כלכלה מחוז חיפה והצפון,36440501,הכשרת נוער - מימון,4501007364,גמר חשבון תשעב עמל שמשון,01-18-15,03-30-15,0040224713,"רשת עמל 1 בע""מ (חל""צ)",145.36000000000001,ILS,145,לא בשימוש,,,לא
משרד הכלכלה,כלכלה מחוז ירושלים,כלכלה מחוז ירושלים,36440501,הכשרת נוער - מימון,4501007403,סגירת הזמנה,01-18-15,03-01-15,0040000296,"אורט ישראל (חל""צ)",84750,ILS,84734.75,אחר,,,לא
משרד הכלכלה,כלכלה מחוז ירושלים,כלכלה מחוז ירושלים,36440501,הכשרת נוער - מימון,4501007434,סגירת הזמנה,01-18-15,03-01-15,0040000296,"אורט ישראל (חל""צ)",8225.93,ILS,8225.93,אחר,,,לא
משרד הכלכלה,"כלכלה מ. ת""א והמרכז","כלכלה מחוז ת""א והמרכז",36300201,תפעול המשרד,4501007621,חלב 3% למחוז בסלמה - 1-12/2015,01-19-15,,0040451319,יצחקוב ניסים,15931.89,ILS,11902.96,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300201,תפעול המשרד,4501007781,"כ""א קנוי",01-19-15,07-31-15,0040003660,"מרטנס הופמן שירותי מיחשוב בע""מ",1080409.5900000001,ILS,1008092.88,תקנה 14ב - מכרז מרכזי,537978,,לא
משרד הכלכלה,"כלכלה מ. ב""ש והדרום",כלכלה מחוז באר שבע והדרום,36440342,מרכזי הכשרה-ארנונה,4501007815,תשלומי ארנונה,01-19-15,12-31-15,0020000229,עירית אשקלון,480000,ILS,474498,אחר,,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300201,תפעול המשרד,4501007913,ארנונה למבנים בירושלים,01-19-15,12-31-15,0020000159,עירית ירושלים,5071500,ILS,5078192.78,אחר,,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300201,תפעול המשרד,4501007915,הודעה לציבור,01-19-15,12-31-15,0010000021,לשכת הפירסום הממשלתי,23026,ILS,20616.88,אחר,,,לא
משרד הכלכלה,"כלכלה מ. ת""א והמרכז","כלכלה מחוז ת""א והמרכז",36440341,מרכזי הכשרה-תפעול,4501007934,תשלום מים וביוב לע.חולון מ01.01.15-31.12.15,01-19-15,12-31-15,0020000777,"מי שיקמה בע""מ",72924,ILS,34456.980000000003,לא בשימוש,98,,לא
משרד הכלכלה,כלכלה - חיפה והצפון,כלכלה מחוז חיפה והצפון,36440341,מרכזי הכשרה-תפעול,4501007955,תשלום חשמל לשנת 2015,01-19-15,12-31-15,0040001579,חברת החשמל לישראל בעמ,109999.6,ILS,89210.240000000005,לא בשימוש,,,לא
משרד הכלכלה,כלכלה - חיפה והצפון,כלכלה מחוז חיפה והצפון,36440341,מרכזי הכשרה-תפעול,4501007961,תשלום מים לשנת 2015,01-19-15,12-31-15,0020000746,"תאגיד מים וביוב סובב שפרעם בע""מ",34999.980000000003,ILS,25888.58,לא בשימוש,,,לא
משרד הכלכלה,"כלכלה מ. ת""א והמרכז","כלכלה מחוז ת""א והמרכז",36440341,מרכזי הכשרה-תפעול,4501007962,תשלום לחברת החשמל מ01.01.15-31.12.15 מלטב חולון.,01-19-15,12-31-15,0040001579,חברת החשמל לישראל בעמ,190570,ILS,96477.46,אחר,,,לא
משרד הכלכלה,כלכלה מחוז ירושלים,כלכלה מחוז ירושלים,36440321,תפעול ופעולות-עמלות,4501007965,עמלות,01-19-15,12-31-15,0040189595,"חברת דואר ישראל בע""מ-עמלות",70000.009999999995,ILS,49440.46,אחר,,,לא
משרד הכלכלה,כלכלה מחוז ירושלים,כלכלה מחוז ירושלים,36440341,מרכזי הכשרה-תפעול,4501007974,מים 2015 תל-ארזה,01-19-15,12-31-15,0040005868,"חברת הגיחון בע""מ",60000,ILS,41038.78,אחר,,,לא
משרד הכלכלה,כלכלה מחוז ירושלים,כלכלה מחוז ירושלים,36440341,מרכזי הכשרה-תפעול,4501007986,חשמל תל-ארזה,01-19-15,12-31-15,0040001579,חברת החשמל לישראל בעמ,180000.01,ILS,150083.32,אחר,,,לא
משרד הכלכלה,כלכלה מחוז ירושלים,כלכלה מחוז ירושלים,36300201,תפעול המשרד,4501008020,שירותי אינסטלציה ותיקון מפסק חשמל,01-19-15,,0040249714,אלו אבנר,2925,ILS,2950,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
משרד הכלכלה,כלכלה - חיפה והצפון,כלכלה מחוז חיפה והצפון,36440342,מרכזי הכשרה-ארנונה,4501008023,ארנונה -עיריית חיפה יפה נוף 2015 הגדלה,01-19-15,12-31-15,0020000182,עירית חיפה,46354.2,ILS,46339.5,תשלומי חשמל/מים/ארנונה/כבישי אגרה,,,לא
משרד הכלכלה,כלכלה - חיפה והצפון,כלכלה מחוז חיפה והצפון,36440342,מרכזי הכשרה-ארנונה,4501008093,ארנונה -עיריית חיפה רח' אלחנן 17 חיפה 2015,01-19-15,12-31-15,0020000182,עירית חיפה,145083.25,ILS,145011.6,תשלומי חשמל/מים/ארנונה/כבישי אגרה,,,לא
משרד הכלכלה,כלכלה - חיפה והצפון,כלכלה מחוז חיפה והצפון,36440341,מרכזי הכשרה-תפעול,4501008159,תשלומים עבור מים למרכז הכשרה כרמיאל לשנת 2015,01-19-15,12-31-15,0020000780,"עין כרמים תאגיד מים וביוב בע""מ",39999.99,ILS,23319.61,אחר,,,לא
משרד הכלכלה,"כלכלה מ. ת""א והמרכז","כלכלה מחוז ת""א והמרכז",36300201,תפעול המשרד,4501008166,תשלומי חשמל אילת - 1-12/2015,01-19-15,06-30-15,0040001579,חברת החשמל לישראל בעמ,385765.6,ILS,282654.77,אחר,,,לא
משרד הכלכלה,"כלכלה מ. ת""א והמרכז","כלכלה מחוז ת""א והמרכז",36300201,תפעול המשרד,4501008171,תשלומי חשמל בית ליאו  2015,01-19-15,12-31-15,0040001579,חברת החשמל לישראל בעמ,211798.2,ILS,154702.13,אחר,,,לא
משרד הכלכלה,"כלכלה מ. ת""א והמרכז","כלכלה מחוז ת""א והמרכז",36300201,תפעול המשרד,4501008174,תשלומי חשמל סלמה 1-12/2015,01-19-15,12-31-15,0040001579,חברת החשמל לישראל בעמ,758658.58,ILS,596890.99,אחר,,,לא
משרד הכלכלה,"כלכלה מ. ת""א והמרכז","כלכלה מחוז ת""א והמרכז",36300201,תפעול המשרד,4501008178,תשלומי חשמל ציבורי 1-12/2015,01-19-15,12-31-15,0040269294,תקדים שרותי ניהול בע'מ,175569.84,ILS,134370.1,אחר,,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300201,תפעול המשרד,4501008179,תשלום חשבונות מים לשנת 2015 לנכסי המשרד בירושלים,01-19-15,06-30-15,0020000796,"חברת הגיחון בע""מ",29999.99,ILS,30764.39,אחר,,,לא
משרד הכלכלה,"כלכלה מ. ת""א והמרכז","כלכלה מחוז ת""א והמרכז",36300201,תפעול המשרד,4501008234,תשלומי מים בית ליאו 1-12/15,01-20-15,12-31-15,0020000744,"מי אביבים 2010 בע""מ",1000.64,ILS,489.78,אחר,,,לא
משרד הכלכלה,"כלכלה מ. ת""א והמרכז","כלכלה מחוז ת""א והמרכז",36300201,תפעול המשרד,4501008255,תשלומי מים סלמה 53 - 1-12/2015,01-20-15,12-31-15,0020000744,"מי אביבים 2010 בע""מ",88472.86,ILS,37729.919999999998,תשלומי חשמל/מים/ארנונה/כבישי אגרה,,,לא
משרד הכלכלה,כלכלה - חיפה והצפון,כלכלה מחוז חיפה והצפון,36440504,מימון הסעות לתלמידים,4501008262,הסעות סכנין אום אל פחם תשעה לוחמי הגטאות,01-20-15,,0040712845,"המכללה הארצית להכשרה מקצועית-מלכ""ר",7080,ILS,7080,לא בשימוש,,,לא
משרד הכלכלה,"כלכלה מ. ת""א והמרכז","כלכלה מחוז ת""א והמרכז",36300201,תפעול המשרד,4501008265,תשלומי מים,01-20-15,12-31-15,0020000744,"מי אביבים 2010 בע""מ",31917.82,ILS,14616.48,תשלומי חשמל/מים/ארנונה/כבישי אגרה,,,לא
משרד הכלכלה,כלכלה - חיפה והצפון,כלכלה מחוז חיפה והצפון,36440504,מימון הסעות לתלמידים,4501008278,סכנין בנות ירכא תשעה,01-20-15,,0040712845,"המכללה הארצית להכשרה מקצועית-מלכ""ר",6900,ILS,6900,לא בשימוש,,,לא
משרד הכלכלה,כלכלה - חיפה והצפון,כלכלה מחוז חיפה והצפון,36440504,מימון הסעות לתלמידים,4501008330,עמל שמשון תשעה לוחמי הגטאות תשעה,01-20-15,,0040224713,"רשת עמל 1 בע""מ (חל""צ)",4779,ILS,3186,לא בשימוש,,,לא
משרד הכלכלה,כלכלה - חיפה והצפון,כלכלה מחוז חיפה והצפון,36440504,מימון הסעות לתלמידים,4501008338,סכנין שפרעם עאבלין תשעה לוחמי הגטאות,01-20-15,,0040712845,"המכללה הארצית להכשרה מקצועית-מלכ""ר",16638,ILS,16638,לא בשימוש,,,לא
משרד הכלכלה,כלכלה - חיפה והצפון,כלכלה מחוז חיפה והצפון,36440504,מימון הסעות לתלמידים,4501008358,סכנין כסרא סמיע תשעה פרויקט לוחמי הגטאות,01-20-15,,0040712845,"המכללה הארצית להכשרה מקצועית-מלכ""ר",4248,ILS,4248,לא בשימוש,,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300201,תפעול המשרד,4501008374,כח אדם קנוי,01-20-15,02-28-15,0040003679,"טלדור יועצים בע""מ",363642.55,ILS,259146.05,תקנה 14ב - מכרז מרכזי,537978,,לא
משרד הכלכלה,כלכלה מטה,כלכלה מטה,36300201,תפעול המשרד,4501008469,כח אדם קנוי,01-20-15,04-12-15,0040006140,"ג'נרייז (ישראל) בע""מ",321120.03999999998,ILS,290772.95,תקנה 14ב - מכרז מרכזי,537978,,לא
